cnpj,cnpjordem,cnpjdv,identifmatriz_filial,nomefantasia,situcadastral,datasitucadastral,motivositucadastral,nomecidadeexterior,pais,datainicioatvd,cnaefiscalprincip,cnaefiscsecund,tipologradouro,logradouro,numero,complemento,bairro,cep,uf,municipio
34841584,0001,40,1,GRANDE LP SOLUCOES DE INFORMATICA,08,20210623,01,,,20190912,9511800,6190699,RUA,AGUAS DE SAO PEDRO,44,CONJ 03 AP 208,CORDOVIL,21010230,RJ,6001,21,75970337,,,,,luiislp@yahoo.com.br,,
34841595,0001,20,1,BISCUIT DA TITIA ERICA,02,20190912,00,,,20190912,3299099,,RUA,ATUCURI,52,,CHACARA SANTO ANTONIO (ZONA LESTE),03411000,SP,7107,11,22934943,,,,,eryca.sp@hotmail.com,,
34841607,0001,16,1,MELO,08,20211027,01,,,20190912,7319002,"4929903,7911200,7990200",RUA,AURORA D. E CARNEIRO LEAO,5232,APT 302,CANDEIAS,54440072,PE,2457,81,34733531,,,,,meloizabela@yahoo.com.br,,
34841621,0001,10,1,,02,20220608,00,,,20190912,7319002,,AVENIDA,ANTONIO JOAQUIM TAVARES,160,,CENTRO,88385000,SC,8245,85,91168170,,,,,,,
34841632,0001,08,1,TA FRITO,02,20190912,00,,,20190912,5611201,"5620104,5620102,3101200,4929901",AVENIDA,CENTRAL,345,,JARDIM TROPICAL,29162000,ES,5699,27,92347036,,,,,WALACELOPES@HOTMAIL.COM,,
34841645,0001,79,1,CA MYLENA,02,20190912,00,,,20190912,8599604,,RUA,PAULO BARRETO,978,CONJ CASA 2,LARANJAL,24720010,RJ,5897,21,66642606,,,,,mylena.correa.br@hotmail.com,,
34841656,0001,59,1,PHMART,08,20200728,01,,,20190912,4751201,4772500,RUA,VENANCIO FLORES,175,FUNDOSPARTE,RIO DO OURO,24753280,RJ,5897,21,75973355,,,,,OPHMART21@GMAIL.COM,,
34841666,0001,94,1,,02,20190912,00,,,20190912,4721102,"4712100,5611203",RUA,SERRA NEGRA,737,LOJA,SANTO ANDRE,31230220,MG,4123,31,25558015,,,,,LEGALIZACAO@CONTROLLECONTABIIDADE.COM,,
30739850,0001,77,1,GARDEN CAFE & CULINARIA AFETIVA,02,20180619,00,,,20180619,4721102,"4721104,5611201,5611203",RUA,1500,688,,CENTRO,88330524,SC,8039,47,91705462,47,92636484,,,PAULOHFERREIRA20@HOTMAIL.COM,,
34474871,0001,69,1,EL GREGI,02,20190808,00,,,20190808,7020400,,PRACA,MONTEIRO LOBATO,SN,EDIF  SHOPPING CTC        SALA  307,CENTRO,75680070,GO,9289,62,81377700,,,,,ELIETEMORAIS@YAHOO.COM.BR,,
34841696,0001,09,1,RIBEIRO MODAS,02,20190912,00,,,20190912,1412602,,FAZENDA,VARJAO,S/N,,ZONA RURAL,38460000,MG,4299,34,98721663,,,,,darioresende@yahoo.com.br,,
34841708,0001,97,1,CACHOEIRA PNEUS,08,20211209,01,,,20190912,4520006,,AVENIDA,JOAO ANTONIO SILVEIRA,1450,LOJA 3,RESTINGA,91790519,RS,8801,51,99283945,,,,,robson.dutra.lima@gmail.com,,
34841719,0001,77,1,,02,20190912,00,,,20190912,8211300,7020400,RUA,ALBERTO DE ABREU,340,,BELO HORIZONTE,37200000,MG,4763,35,92342875,,,,,RJSASSESSORIA@GMAIL.COM,,
34841730,0001,37,1,,02,20190912,00,,,20190912,8630504,,AVENIDA,TIRADENTES,361,,CENTRO,39463000,MG,4785,38,92006858,,,,,AULOS.HULE@GMAIL.COM,,
34635580,0001,05,1,MPG CONSULTORIA E ASSESSORIA,08,20200102,01,,,20190823,8219999,"8599604,5819100",RUA,DOS TAMARINDOS (COND RES G PARK III),28739,QUADRA 0000;LOTE 00125,CENTRO,24900030,RJ,5853,21,26481327,,,,,diretoriampg@gmail.com,,
34841751,0001,52,1,MJ BAZAR E PAPELARIA,02,20190912,00,,,20190912,4761003,"4755502,4713002,1422300",AVENIDA,QUATRO,72,QUADRA 172;LOTE 29,MORRINHOS,11495010,SP,6475,13,88363885,,,,,cintiadasilva0704@gmail.com,,
34841763,0001,87,1,CUNHADAS MULTIMARCAS E ACESSORIOS,02,20190912,00,,,20190912,4781400,"4755503,4783101",RUA,DOS TIMBIRAS,SN,QUADRA 108;LOTE 17,JARDIM LEBLON,74455300,GO,9373,62,92282744,,,,,dayannagyn@gmail.com,,
34841774,0001,67,1,PROVISAO,08,20200226,01,,,20190912,5612100,"4789005,4772500",RUA,AC7,SN,QUADRA 06;LOTE 19,RESIDENCIAL ANA CLARA,74356100,GO,9373,62,86418033,,,,,lucianonipponflex@hotmail.com,,
30675336,0001,15,1,ESPACO AQUATICO,02,20180612,00,,,20180612,8599604,8599699,RUA,SAO GERALDO,118,,CENTRO,36540000,MG,5313,32,84285079,,,,,EDUARDO.SANTIAGO.SENADOR@HOTMAIL.COM,,
34841797,0001,71,1,OTICA VISTTA,02,20190912,00,,,20190912,4774100,"4783101,4783102,4789008",AVENIDA,INDEPENDENCIA,4273,QUADRA128                 LOTE  5/78,SET CENTRAL,74045095,GO,9373,62,92438752,,,,,GLAYCONPT@GMAIL.COM,,
34841806,0001,24,1,MALAQUIAS DESIGN,04,20221125,63,,,20190912,3101200,"4755503,4759801,4753900,4789099,4754703,3329501",RUA,JOAO VICENTE COELHO (CJ. RES. CURADO III),41,,CURADO,54220320,PE,2457,81,95011325,,,,,SOCRATES.SOUZA2013@GMAIL.COM,,
26616349,0001,46,1,ML,08,20190912,01,,,20161128,4781400,,RUA,DOS TATINI,25,,VILA MONUMENTO,01552040,SP,7107,11,89437430,,,,,FELIPEMARTINSJJ@HOTMAIL.COM,,
34841831,0001,08,1,SDN PRESTACAO DE SERVICOS,02,20190912,00,,,20190912,5212500,"8130300,8219999,4930202,3329501",RUA,ESTANISLAU FUHRMANN,800,CASA,BRASILIA,89282255,SC,8311,47,88786260,,,,,sidneybuchuman10@gmail.com,,
34841843,0001,32,1,,08,20191022,01,,,20190912,4399103,,1A RUA,Milton Lacerda,145,,SANTA RITA,58919000,PB,2239,83,96577672,,,,,,,
34841853,0001,78,1,OD ROCHA & MATOS ADVOCACIA,02,20190814,00,,,20190814,6911701,,RUA,DELEGADO LEOPOLDO BELCZAK,817,,CAPAO DA IMBUIA,82800220,PR,7535,41,85355691,41,96445025,,,ODROCHAEMATOS@OUTLOOK.COM.BR,,
34841865,0001,00,1,SERES CABELEIREIRO,08,20191021,01,,,20190912,9602501,,RUA,JOSI ANTUNES PAES SOBRINHO,25,CONJ,CDHU,18720000,SP,6817,14,97216880,,,,,seresferrari40@hotmail.com,,
34841878,0001,71,1,FM TORNEIRAS E ACESSORIOS,08,20200316,01,,,20190912,4744003,,RUA,UIRAPURU,513,CASA 14,AVENTUREIRO,89225680,SC,8179,47,30262007,,,,,felipemacedo96@hotmail.com,,
34841892,0001,75,1,Salgados da Igrejinha,02,20190912,00,,,20190912,5620104,,11A RUA,JOSE ALVES PORTO,01,FUNDOS,CENTRO,75740000,GO,9369,64,34621991,,,,,padrerobertobueno@gmail.com,,
34841903,0001,17,1,,08,20190916,01,,,20190912,1412601,1412602,ALAMEDA,DOS NHAMBIQUARAS,1625,,INDIANOPOLIS,04090013,SP,7107,11,25287529,,,,,sacolademadame@gmail.com,,
34841913,0001,52,1,LUCIANA SOARES PINTO FRANCA,08,20191120,01,,,20190912,3321000,8219999,RUA,RODOLFO BERNADELLI,37,,LOTEAMENTO VILLA BRANCA,12301620,SP,6589,12,97621984,,,,,lspfranca@gmail.com,,
34841925,0001,87,1,EVANDRO ALVES DA SILVA,02,20190912,00,,,20190912,8299799,,RUA,MACADAMIA,95,CASA,TIROL (BARREIRO),30662412,MG,4123,31,88870330,,,,,evandhrosilva@hotmail.com,,
34841934,0001,78,1,TH DINDIN GOURMET,02,20190912,00,,,20190912,5612100,,AVENIDA,CHAGAS FERREIRA,49,,DOIS UNIDOS,52150000,PE,2531,81,84057803,,,,,THIIAGOH_S@HOTMAIL.COM,,
34841945,0001,58,1,CONSTRUTORA OLIVEIRA,02,20190912,00,,,20190912,4399103,"4744099,4744004",RUA,PRESIDENTE COSTA E SILVA,54,,9 DE JULHO,98550000,RS,8811,55,99125128,,,,,,,
34841955,0001,93,1,LIFE LAB,08,20200711,01,,,20190912,8640202,,AVENIDA,SEVERO ROCHA,111,ANDAR 1,ALTO SAO PEDRO,64755000,PI,2273,89,99247841,,,,,CLINICALIFEMAISSAUDE@GMAIL.COM,,
34841969,0001,07,1,Bella Kids Store,08,20200727,01,,,20190912,4789099,,RUA,ALEMANHA,787,,BOA VISTA,38070470,MG,5401,34,84070852,,,,,anapaula.enf30@gmail.com,,
34841980,0001,77,1,HENRIQUE SOUZA PRODUCOES,08,20230315,01,,,20190912,9609299,"7420004,5912099,9001902,5912001,9609202,5229099,4930201,4929901,8230001,7420002,1091101,7420001",QUADRA,QNL 15 CONJUNTO G,4,CASA,TAGUATINGA NORTE (TAGUATINGA),72151607,DF,9701,61,98572822,,,,,HENRIQUESOUZAPRODUCOES@HOTMAIL.COM,,
34841991,0001,57,1,,08,20220120,01,,,20190912,4712100,,RUA,RUA FRANKLIN JOSE VIEIRA,91,,CENTRO,62215000,CE,1259,88,97110576,,,,,,,
34842003,0001,94,1,NENA,08,20200312,01,,,20190912,9700500,,10A RUA,VALTER FELIPE VUOLO,80,,JARDIM VARAM,13990000,SP,6865,19,36519693,,,,,TALITA1206@HOTMAIL.COM,,
34842015,0001,19,1,RALPH LANTERNAGEM E PINTURA,04,20221122,63,,,20190912,4520002,,RUA,MARIA DE OLIVEIRA MARES GUIA,24,,PRAIA DE ITAPARICA,29102245,ES,5703,27,32601197,,,,,GILSONSILVACONT@HOTMAIL.COM,,
34842028,0001,98,1,NN AGENCIAMENTOS E SERVICOS,02,20190912,00,,,20190912,6399200,"7410299,7490105,7490199,8219999,8299703,8299707",RUA,MATILDE AIDAR,146,SALA  22,SETOR CENTRAL,75023070,GO,9221,62,33241990,,,,,,,
34842041,0001,47,1,ENSEADA GOURMET,08,20211203,01,,,20190912,5611203,"5612100,5611201,5611204",RUA,MAGALHAES PINTO,60,CASA,SANTA MARGARIDA,29203370,ES,5647,27,99558598,,,,,siprianomoreira@hotmail.com,,
34842051,0001,82,1,,08,20191024,01,,,20190912,4399103,,10A RUA,Dom Serafim,1315,,Santa Tereza,39600000,MG,4067,33,37311571,,,,,LuizFpbs1990@yahoo.com,,
34842064,0001,51,1,PIOLA SERVICES,02,20190912,00,,,20190912,8219999,"9001902,8599603,8592903",RUA,QUINTINO BIAZUS,320,CASA,SANTA CATARINA,95030620,RS,8599,54,32114741,,,,,darci.piola@gmail.com,,
34842076,0001,86,1,,02,20190912,00,,,20190912,5320202,,RUA,ANA JARDIM REQUIERI,06,,VILA REQUIERI,29360000,ES,5627,28,99687968,,,,,,,
34842087,0001,66,1,MIXPAN PRODUTOS PARA PANIFICACAO,02,20190912,00,,,20190912,4729699,,RUA,CORONEL CHICUTA,1680,CASA  CASA,LUCAS ARAUJO,99010052,RS,8785,54,92671287,,,,,CONTATO@MIXPANRS.COM.BR,,
34842099,0001,90,1,,04,20220126,63,,,20190912,8130300,,RUA,AUGUSTO MARIANO DA SILVA,48,,JARDIM SAO PAULO,12955000,SP,6241,11,48911561,,,,,,,
28893985,0001,40,1,,02,20171019,00,,,20171019,4721102,4618499,RUA,TOPAZIO,43,,JARDIM DOS CAMARGOS,06410150,SP,6213,11,45135929,,,,,FLAVIO@ESCRITORIOCONTABILETICA.COM.BR,,
34842122,0001,47,1,DANILO BEZERRA LIMA,08,20200110,01,,,20190912,4744099,,RUA,HERCULANO DUARTE,48,,CHACARA BELENZINHO,03380250,SP,7107,11,98344384,,,,,454representacoes@gmail.com,,
34842130,0001,93,1,linda manu,04,20220106,63,,,20190912,4781400,,RUA,ROGERIO VIEIRA,115,CASA,NOSSA SENHORA DAS GRACAS,88371252,SC,8221,47,99959861,,,,,claudiatravasso@hotmail.com,,
34842141,0001,73,1,Top Lanches,08,20221109,01,,,20190912,5612100,,RUA,vitoria,22,,Campinho,45807000,BA,3855,73,91235808,,,,,maiconb.santana007@gmail.com,,
34842154,0001,42,1,CLEITON TRANSPORTES,08,20191106,01,,,20190912,4930202,4930201,RUA,IMPERATRIZ TEREZA CRISTINA,167,,JARDIM AMANDA I,13188072,SP,2951,19,93302630,,,,,daniela.oliviera1210@gmail.com,,
34842166,0001,77,1,,04,20221125,63,,,20190912,4782201,"4789099,4781400,4755503",AVENIDA,PRESIDENTE GETULIO VARGAS,SN,BOX MERCADO PUBLICO,CENTRO,58780000,PB,2041,83,99724986,,,,,,,
34842177,0001,57,1,WM Comercial,02,20190912,00,,,20190912,4755502,"4729601,4754703,4755503,4763601,4772500,4781400,4782201,4783101,4783102,4789008,4789099,7490104,8219999",RUA,DOMINGOS TAVARES SANTIAGO,224,ANEXO A,JARDIM REIMBERG,04845140,SP,7107,11,59248528,,,,,,,
34842188,0001,37,1,REDYCON PRODRUCOES,02,20230207,00,,,20190912,9001906,"5912099,4751201,8230001",RUA,PAES DE CARVALHO,2382,CASA,CENTRO,68800000,PA,0435,91,91366275,,,,,renanoliveiradj@gmail.com,,
34842199,0001,17,1,,02,20190912,00,,,20190912,7020400,"8211300,8230001",RUA,VIGARIO JOAO JOSE RODRIGUES,905,,CENTRO,13201001,SP,6619,19,97334189,,,,,ATENDIMENTO@UPCONT.COM,,
34842212,0001,38,1,FRANTZ,02,20190912,00,,,20190912,8712300,,RUA,FIORENTINA,274,,SANTA ISABEL,94480785,RS,8963,51,80550670,,,,,frantziracema6@gmail.com,,
34842223,0001,18,1,EMPORIO DA LIMPEZA,02,20190912,00,,,20190912,4789005,"4330404,4330405,4530701,4642702,4645101,4646002,4647801,4649401,4649408,4649499,4664800,4729699,4741500,4751201,4755503,4761003,4771701,4772500,4773300,4789007,7020400,7739002,7810800,8111700,8122200,8129000,8130300,8211300,8219999",RUA,EXPEDICIONARIOS,116,SALA  01,CENTRO,86460000,PR,7401,43,96524577,,,,,EDMILSON_SAPE@HOTMAIL.COM,,
34842236,0001,97,1,conveniencia,02,20190912,00,,,20190912,4723700,"4789099,4721103,4729699,4721102,4772500,5611203,4789005,5611205",AVENIDA,BELA VISTA (ROD PE-160),1467,,CRUZ ALTA,55195208,PE,2549,81,87209695,,,,,josemarianocob@hotmail.com,,
34842247,0001,77,1,SC CONSULTORIA,02,20190912,00,,,20190912,8219999,"8599699,8599604",RUA,MONTE CARLO,32,,PRAIA GRANDE,89240000,SC,8319,47,99267636,,,,,SUELEN.CUNHA@HOTMAIL.COM,,
34842258,0001,57,1,SALGADOS RF,02,20190912,00,,,20190912,5620104,,RUA,CLAUDINEI DE OLIVEIRA SILVA,134,CONJ,JARDIM VASSOURAS,07952140,SP,6427,11,94008897,,,,,rosemeiremachado37@gmail.com,,
34842268,0001,92,1,AGRO BAZA,02,20190912,00,,,20190912,4789004,"4771704,4789005,9609208",RUA,TRES,S/N,,VILA MACHADO,07609230,SP,6671,11,44821292,,,,,CONTABIL.3@HOTMAIL.COM,,
34842281,0001,41,1,SIGMAPRO ENGENHARIA,02,20190912,00,,,20190912,7112000,"4120400,4312600,7120100,7119701,8599604,8599699,4399101",RUA,REPUBLICA DO LIBANO,2700,CASA  27,JARDIM TARRAF II,15092440,SP,7097,17,30212600,,,,,CONTATO@CONTABIUM.COM,,
34842295,0001,65,1,,02,20190912,00,,,20190912,4399103,5612100,10A AVENIDA,21 DE ABRIL,625,,MORADA NOVA,38500000,MG,4861,34,38423887,,,,,,,
34842305,0001,62,1,Kito - arte e tecnologia,02,20190912,00,,,20190912,9001906,"5819100,6201501",AVENIDA,E,1470,QUADRAB29 A               LOTE  01                  SALA  410                 EDIF  CON JUSC KUBITSCHEK,JD GOIAS,74810030,GO,9373,62,96723524,,,62,96723524,CHARLESLEALCORAGEM@HOTMAIL.COM,,
34842317,0001,97,1,,08,20210524,01,,,20190912,4399103,,RUA,JOSE FRANCISCO FERNANDES,141,,JARDIM MERCEDES,13720000,SP,7095,19,36841125,,,,,dimensaoescritoriocontabil@hotmail.com,,
34842330,0001,46,1,,02,20190912,00,,,20190912,9602501,,RUA,ARUJA,34,,CONDE CICILIANO,09450000,SP,6983,11,48344808,,,,,mariasousa908817@gmail.com,,
34842343,0001,15,1,CHA ELETRICISTA,02,20190912,00,,,20190912,4321500,"4322301,4330403,4330404,4399103,4330405",ESTRADA,DOUTOR MANUEL REIS,373,CASA 10,CENTRO,26510181,RJ,5863,21,82832915,,,,,rosevivian31@gmail.com,,
34842355,0001,40,1,,02,20190912,00,,,20190912,4789099,"4930204,4930201",ESTRADA VELHA,DA OLARIA,1930,LOTE 2;BLOCO E;APT 51,JARDIM ARCO-IRIS,06719150,SP,6361,11,47136488,,,,,SALGUEIRO.FELIPE@HOTMAIL.COM,,
34842363,0001,96,1,Igor Wendt,02,20190912,00,,,20190912,8219999,"6190699,8599603",AVENIDA,PINHEIRO MACHADO,676,APT 502;BLOCO G,FRAGATA,96040500,RS,8791,53,91759898,,,,,igor.wendt@gmail.com,,
34842375,0001,10,1,,08,20200522,01,,,20190912,7311400,"5911102,5920100,6201502,6319400,7490104,8532500,8542200,8550302,8599604,8599699",AVENIDA,GUARAPARI,37,LOJA  09E10,SANTA AMELIA,31560300,MG,4123,31,38799771,,,,,ESTUDIODAGENTE@GMAIL.COM,,
34842387,0001,45,1,,02,20220921,00,,,20190912,4773300,4759899,RUA,CHUBEI TAKAGASHI,289,BLOCO D;APT 12D,COLONIA (ZONA LESTE),08260100,SP,7107,11,61373265,,,,,samuelmanueu@gmail.com,,
34842398,0001,25,1,GABRIEL ALMEIDA,02,20190912,00,,,20190912,5320202,,RUA,JOAO IZIDORO ALMEIDA,242,,JARDIM BRASILIA,32671546,MG,4133,31,75799833,,,,,,,
34842408,0001,22,1,,02,20220502,00,,,20190912,4924800,,RUA,VITRUVIO PINTO TEIXEIRA,19,,IATECA,55350000,PE,2545,87,81477377,,,,,celiorosadantas@outlook.com,,
34842421,0001,81,1,,02,20190912,00,,,20190912,6462000,"6810201,6810202,6810203",RUA,NOVO HAMBURGO,454,,PARAISO,95560000,RS,8933,51,35924300,,,,,GILMAR.RABAIOLI@ROTOTECH.COM.BR,,
